disc_loss_5
1.4043674
1.4043801
1.3974835
1.398343
1.395199
1.3950982
1.3935606
1.3921976
1.3901834
1.3908287
1.3858755
1.3914593
1.3888993
1.380367
1.3814259
1.3816986
1.3794503
1.3772583
1.3756535
1.376719
1.3749566
1.3733206
1.3784521
1.3737046
1.3726212
1.3708439
1.375988
1.3687658
1.3719876
1.3637276
1.354836
1.3602006
1.3614562
1.3613988
1.3593925
1.3584461
1.3524671
1.3584929
1.3445551
1.346552
1.3577046
1.3436407
1.3457158
1.3532796
1.3342243
1.3416862
1.3407165
1.328468
1.3456852
1.3503504
1.3358557
1.3307776
1.3294142
1.3290164
1.3170779
1.3175197
1.3361908
1.321074
1.3242352
1.3333784
1.3264701
1.3181915
1.321852
1.3026018
1.3125262
1.3118747
1.2987983
1.310869
1.3079386
1.3055358
1.3051101
1.3036674
1.2729104
1.2931178
1.3039806
1.2920808
1.2832038
1.2814062
1.2689686
1.2517343
1.2461698
1.254378
1.2608566
1.2404119
1.2120773
1.2406611
1.257654
1.212959
1.2162621
1.2616315
1.2277706
1.1906724
1.1858026
1.1913472
1.2130437
1.2036163
1.1882148
1.1676862
1.1840582
1.1678107
1.1554477
1.1530329
1.1279194
1.1057069
1.071415
1.0895649
1.0582316
1.114079
1.0643497
1.0282276
1.0489979
1.0651318
1.0854778
0.98185694
1.0118802
0.98112446
1.0018152
0.9445877
0.95872235
0.90494657
0.9287211
0.961688
0.8976464
0.98624253
0.90236163
0.9512998
0.8687794
0.845685
0.82745945
0.8667914
0.9112731
0.7102306
0.80628633
0.7878087
0.7625712
0.79328346
0.7199534
0.7211937
0.6239819
0.6795915
0.73247635
0.7293459
0.6879665
0.6355871
0.6744872
0.64482
0.66234267
0.53246725
0.53454095
0.56260973
0.48969686
0.6154439
0.56576985
0.5521709
0.48688912
0.4591164
0.5460249
0.63675785
0.42397022
0.5258291
0.49775177
0.442019
0.38421705
0.5159173
0.32738826
0.30609846
0.3469162
0.43322936
0.42037746
0.40338314
0.4863836
0.30196536
0.40214315
0.36169118
0.44184297
0.3687666
0.28099304
0.24193269
0.32178557
0.3204704
0.3082351
0.30909187
0.25282288
0.24403247
0.24312508
0.2584174
0.23814884
0.26837465
0.37554473
0.32839465
0.2379156
0.29706982
0.17712611
0.14515609
0.2783057
0.23209009
0.3344357
0.22822672
0.1961766
0.2028124
0.18764517
0.22122966
0.22075409
0.15905027
0.20785277
0.19824779
0.12120494
0.1768733
0.19022334
0.16784818
0.21568957
0.15166423
0.26150885
0.17967793
0.12446271
0.1604772
0.08609617
0.13843903
0.10168883
0.10343328
0.14311945
0.22058481
0.16645604
0.35411245
0.19004259
0.17013514
0.1708136
0.23679093
0.07802668
0.10168776
0.10619548
0.08678989
0.07458075
0.14097938
0.06534402
0.07997243
0.056900624
0.057934288
0.08912956
0.08045875
0.13024089
0.10456613
0.21558568
0.0842628
0.056525692
0.08405215
0.15939997
0.12962049
0.089035705
0.12474197
0.049792554
0.06757525
0.14933366
0.19297296
0.058320165
0.055115126
0.29293132
0.10432983
0.08361438
0.07727606
0.13282882
0.06257832
0.10310842
0.056473717
0.05270175
0.04949876
0.061649792
0.048610725
0.17083009
0.055693172
0.11159177
0.11566081
0.121503845
0.06828689
0.10196589
0.07596116
0.113018855
0.06765392
0.11243947
0.036428463
0.0516259
0.036359616
0.064397335
0.036204148
0.08578445
0.062730804
0.045050863
0.060684703
0.09421964
0.0373978
0.06076169
0.038589917
0.07385246
0.04350723
0.0498018
0.090888396
0.04800591
0.20189533
0.046601877
0.037704993
0.05637165
0.06875728
0.18990521
0.022152957
0.14990635
0.07459202
0.076717846
0.037414677
0.07135217
0.039191607
0.034820266
0.09327624
0.03516481
0.02786485
0.056652587
0.07451794
0.04203801
0.07090126
0.058007475
0.041645847
0.030529508
0.024094794
0.055238564
0.03691937
0.048360378
0.027241344
0.06992091
0.03614813
0.02481745
0.03137683
0.105078064
0.13873807
0.070361815
0.026350847
0.035348877
0.024870075
0.0672197
0.04444333
0.03412929
0.12015394
0.022696706
0.032226566
0.07160562
0.03685038
0.025140652
0.055152312
0.0791301
0.03306541
0.2037288
0.053175695
0.050601862
0.028685257
0.027172605
0.028938325
0.03477565
0.022166632
0.07711846
0.051415563
0.024007913
0.0631357
0.023227246
0.008990448
0.15871331
0.024977934
0.019866168
0.03493018
0.05776428
0.030706182
0.011909181
0.014097447
0.025328932
0.03956508
0.033026993
0.08731911
0.026352463
0.08252386
0.09057862
0.053852335
0.094249874
0.11062343
0.056845363
0.02549246
0.066396095
0.014176605
0.020826463
0.013443822
0.015552467
0.09892675
0.035748664
0.016202029
0.076405026
0.026538115
0.07521291
0.02606462
0.050380517
0.032261755
0.024340378
0.013736217
0.014448022
0.021116445
0.060033806
0.060767107
0.013834143
0.028287288
0.01637293
0.017950576
0.04685372
0.007878263
0.017428653
0.04127814
0.01905541
0.033822823
0.0122295795
0.0139985625
0.07518052
0.014606332
0.00849382
0.022429742
0.064498305
0.008063342
0.055099517
0.012555458
0.012894409
0.020925514
0.01237613
0.032874916
0.011942991
0.014164412
0.0065842904
0.023928942
0.021545663
0.02167287
0.017503366
0.017777042
0.07543964
0.021973832
0.027093794
0.014011931
0.014350937
0.17986177
0.015618528
0.010229457
0.046261445
0.064208016
0.029918574
0.009740339
0.012630055
0.02796225
0.047431197
0.020629026
0.13793008
0.01265624
0.043003835
0.019644944
0.24856502
0.029118653
0.026161537
0.020170685
0.025958527
0.01905584
0.057364926
0.03948225
0.023261733
0.10724237
0.06092879
0.01978812
0.015206242
0.02231961
0.018057976
0.009946585
0.021096742
0.022266027
0.016899295
0.016033463
0.023835093
0.04090598
